femaleID,year,annual_density_cat,annual_density,broodID,plotID,CS,stzCS
1465,2009,1.27,1.27,5067,22,11,1.2
1465,2010,1.76,1.76,5675,22,10,0.6
1466,2008,1.81,1.81,4501,17,8,-0.6
1467,2008,1.81,1.81,4594,20,9,0
1467,2009,1.27,1.27,4976,20,10,0.6
1468,2008,1.81,1.81,4320,12,8,-0.6
1469,2008,1.81,1.81,4284,11,9,0
1470,2008,1.81,1.81,4283,11,9,0
1470,2009,1.27,1.27,4710,11,10,0.6
1471,2008,1.81,1.81,4564,19,10,0.6
1471,2009,1.27,1.27,4953,19,12,1.81
1471,2010,1.76,1.76,5524,19,11,1.2
1472,2008,1.81,1.81,4547,19,7,-1.2
1473,2008,1.81,1.81,4330,12,10,0.6
1473,2009,1.27,1.27,4762,12,9,0
1473,2010,1.76,1.76,5171,12,10,0.6
1474,2008,1.81,1.81,4403,15,8,-0.6
1475,2008,1.81,1.81,4307,11,10,0.6
1476,2008,1.81,1.81,4500,17,8,-0.6
1476,2009,1.27,1.27,4895,17,8,-0.6
1476,2010,1.76,1.76,,17,,
1477,2008,1.81,1.81,4487,17,8,-0.6
1478,2008,1.81,1.81,4578,20,8,-0.6
1479,2008,1.81,1.81,4433,16,6,-1.81
1480,2008,1.81,1.81,4300,11,7,-1.2
1481,2008,1.81,1.81,4503,17,8,-0.6
1481,2009,1.27,1.27,4893,17,8,-0.6
1481,2010,1.76,1.76,,17,,
1482,2008,1.81,1.81,4631,21,7,-1.2
1483,2009,1.27,1.27,4828,15,9,0
1483,2010,1.76,1.76,,15,,
1484,2009,1.27,1.27,4747,12,8,-0.6
1484,2010,1.76,1.76,,12,,
1485,2009,1.27,1.27,,15,,
1486,2009,1.27,1.27,,21,,
1487,2009,1.27,1.27,4788,13,10,0.6
1487,2010,1.76,1.76,,13,,
1488,2009,1.27,1.27,4957,19,9,0
1489,2009,1.27,1.27,4855,16,8,-0.6
1489,2010,1.76,1.76,5352,16,10,0.6
1489,2011,1.3,1.3,5889,16,9,0
1490,2010,1.76,1.76,,14,,
1491,2009,1.27,1.27,4802,14,8,-0.6
1492,2009,1.27,1.27,4742,12,8,-0.6
1493,2009,1.27,1.27,4986,20,8,-0.6
1493,2010,1.76,1.76,,20,,
1494,2009,1.27,1.27,4723,11,8,-0.6
1495,2009,1.27,1.27,4933,19,8,-0.6
1495,2010,1.76,1.76,5487,19,10,0.6
1495,2011,1.3,1.3,5977,19,9,0
1496,2009,1.27,1.27,4756,12,10,0.6
1497,2009,1.27,1.27,,17,,
1498,2009,1.27,1.27,5030,21,6,-1.81
1498,2010,1.76,1.76,5615,21,7,-1.2
1499,2009,1.27,1.27,4764,12,8,-0.6
1500,2009,1.27,1.27,4862,16,7,-1.2
1500,2010,1.76,1.76,5359,16,9,0
1501,2009,1.27,1.27,4974,20,9,0
1502,2009,1.27,1.27,,18,,
1503,2010,1.76,1.76,5399,17,11,1.2
1504,2009,1.27,1.27,4959,19,10,0.6
1505,2009,1.27,1.27,4831,15,9,0
1506,2009,1.27,1.27,4928,18,9,0
1507,2009,1.27,1.27,,15,,
1507,2010,1.76,1.76,,15,,
1508,2009,1.27,1.27,4719,11,8,-0.6
1508,2010,1.76,1.76,,11,,
1509,2009,1.27,1.27,4842,15,8,-0.6
1509,2010,1.76,1.76,5300,15,8,-0.6
1510,2009,1.27,1.27,4793,13,8,-0.6
1511,2009,1.27,1.27,,15,,
1512,2009,1.27,1.27,4903,18,9,0
1513,2009,1.27,1.27,4721,11,9,0
1514,2009,1.27,1.27,4899,17,7,-1.2
1515,2009,1.27,1.27,4950,19,7,-1.2
1515,2010,1.76,1.76,,19,,
1516,2009,1.27,1.27,4960,19,9,0
1516,2010,1.76,1.76,5525,19,10,0.6
1516,2011,1.3,1.3,6002,19,10,0.6
1517,2009,1.27,1.27,,22,,
1518,2009,1.27,1.27,4819,14,10,0.6
1518,2010,1.76,1.76,5262,14,10,0.6
1519,2009,1.27,1.27,4838,15,9,0
1520,2009,1.27,1.27,4860,16,8,-0.6
1520,2010,1.76,1.76,5351,16,7,-1.2
1521,2009,1.27,1.27,4921,18,5,-2.41
1521,2010,1.76,1.76,,18,,
1522,2009,1.27,1.27,,16,,
1523,2009,1.27,1.27,4714,11,9,0
1523,2010,1.76,1.76,5083,11,10,0.6
1524,2009,1.27,1.27,,16,,
1525,2009,1.27,1.27,,16,,
1526,2009,1.27,1.27,4951,19,7,-1.2
1526,2010,1.76,1.76,,19,,
1527,2009,1.27,1.27,,20,,
1528,2009,1.27,1.27,5014,21,8,-0.6
1528,2010,1.76,1.76,5590,21,7,-1.2
1528,2011,1.3,1.3,6053,21,7,-1.2
1529,2009,1.27,1.27,,21,,
1530,2009,1.27,1.27,4718,11,8,-0.6
1531,2009,1.27,1.27,4988,20,6,-1.81
1532,2009,1.27,1.27,4785,13,10,0.6
1533,2009,1.27,1.27,,20,,
1534,2009,1.27,1.27,4954,19,8,-0.6
1534,2010,1.76,1.76,5511,19,9,0
1535,2009,1.27,1.27,5072,17,9,0
1536,2009,1.27,1.27,5036,21,7,-1.2
1536,2010,1.76,1.76,5626,21,14,3.01
1537,2009,1.27,1.27,4874,17,6,-1.81
1537,2010,1.76,1.76,,17,,
1538,2009,1.27,1.27,4879,17,9,0
1538,2010,1.76,1.76,5378,17,9,0
1538,2011,1.3,1.3,5899,17,9,0
1539,2009,1.27,1.27,4980,20,10,0.6
1539,2010,1.76,1.76,5562,20,12,1.81
1540,2009,1.27,1.27,,22,,
1540,2010,1.76,1.76,,22,,
1541,2009,1.27,1.27,4897,17,8,-0.6
1542,2009,1.27,1.27,,21,,
1542,2010,1.76,1.76,,21,,
1543,2009,1.27,1.27,4966,20,7,-1.2
1543,2010,1.76,1.76,5534,20,10,0.6
1544,2009,1.27,1.27,4790,13,9,0
1545,2009,1.27,1.27,5068,22,9,0
1545,2010,1.76,1.76,5650,22,10,0.6
1546,2009,1.27,1.27,4834,15,9,0
1546,2010,1.76,1.76,5277,15,10,0.6
1547,2009,1.27,1.27,4771,13,9,0
1547,2010,1.76,1.76,5187,13,10,0.6
1548,2009,1.27,1.27,4813,14,9,0
1548,2010,1.76,1.76,,14,,
1549,2009,1.27,1.27,,16,,
1550,2009,1.27,1.27,,16,,
1551,2009,1.27,1.27,5042,22,9,0
1552,2009,1.27,1.27,4717,11,8,-0.6
1552,2010,1.76,1.76,5101,11,9,0
1553,2009,1.27,1.27,5049,22,6,-1.81
1554,2009,1.27,1.27,4758,12,7,-1.2
1554,2010,1.76,1.76,,12,,
1555,2009,1.27,1.27,,16,,
1556,2009,1.27,1.27,4905,18,8,-0.6
1557,2009,1.27,1.27,4707,11,9,0
1557,2010,1.76,1.76,5079,11,9,0
1558,2009,1.27,1.27,5008,21,7,-1.2
1558,2010,1.76,1.76,5577,21,8,-0.6
1558,2011,1.3,1.3,6046,21,8,-0.6
1559,2009,1.27,1.27,4720,11,8,-0.6
1560,2009,1.27,1.27,4894,17,8,-0.6
1561,2010,1.76,1.76,5624,21,9,0
1562,2009,1.27,1.27,4982,20,7,-1.2
1562,2010,1.76,1.76,,20,,
1563,2009,1.27,1.27,4975,20,9,0
1563,2010,1.76,1.76,,20,,
1564,2009,1.27,1.27,5064,22,5,-2.41
1564,2010,1.76,1.76,,22,,
1565,2009,1.27,1.27,4736,12,7,-1.2
1565,2010,1.76,1.76,5130,12,9,0
1566,2009,1.27,1.27,4798,14,8,-0.6
1566,2010,1.76,1.76,,14,,
1567,2009,1.27,1.27,5035,21,9,0
1568,2009,1.27,1.27,4836,15,8,-0.6
1569,2009,1.27,1.27,4880,17,8,-0.6
1569,2010,1.76,1.76,5381,17,7,-1.2
1569,2011,1.3,1.3,5904,17,10,0.6
1570,2009,1.27,1.27,4872,17,6,-1.81
1571,2009,1.27,1.27,4907,18,9,0
1571,2010,1.76,1.76,5430,18,11,1.2
1572,2009,1.27,1.27,4815,14,9,0
1573,2009,1.27,1.27,4949,19,8,-0.6
1574,2009,1.27,1.27,4837,15,9,0
1574,2010,1.76,1.76,5294,15,9,0
1574,2011,1.3,1.3,5842,15,10,0.6
1575,2009,1.27,1.27,5000,21,9,0
1575,2010,1.76,1.76,5580,21,11,1.2
1575,2011,1.3,1.3,6050,21,9,0
1576,2009,1.27,1.27,5018,21,8,-0.6
1576,2010,1.76,1.76,5582,21,7,-1.2
1577,2009,1.27,1.27,5040,22,9,0
1578,2009,1.27,1.27,4829,15,6,-1.81
1579,2009,1.27,1.27,5065,22,5,-2.41
1579,2010,1.76,1.76,5642,22,9,0
1579,2011,1.3,1.3,6101,22,9,0
1580,2009,1.27,1.27,4847,16,9,0
1580,2010,1.76,1.76,,16,,
1581,2009,1.27,1.27,4856,16,9,0
1581,2010,1.76,1.76,5365,16,11,1.2
1582,2009,1.27,1.27,4892,17,7,-1.2
1583,2009,1.27,1.27,5046,22,6,-1.81
1583,2010,1.76,1.76,5655,22,9,0
1583,2011,1.3,1.3,6081,22,7,-1.2
1584,2009,1.27,1.27,5044,22,7,-1.2
1584,2010,1.76,1.76,5644,22,10,0.6
1584,2011,1.3,1.3,6096,22,8,-0.6
1585,2009,1.27,1.27,4733,11,9,0
1586,2009,1.27,1.27,4755,12,9,0
1586,2010,1.76,1.76,5152,12,9,0
1586,2011,1.3,1.3,5741,12,9,0
1587,2009,1.27,1.27,4923,18,8,-0.6
1588,2009,1.27,1.27,4989,20,8,-0.6
1589,2010,1.76,1.76,5135,12,11,1.2
1590,2009,1.27,1.27,4727,11,15,3.61
1591,2010,1.76,1.76,,16,,
1592,2009,1.27,1.27,4883,17,12,1.81
1592,2010,1.76,1.76,5380,17,10,0.6
1592,2011,1.3,1.3,5898,17,10,0.6
1593,2009,1.27,1.27,4890,17,9,0
1593,2010,1.76,1.76,5398,17,11,1.2
1594,2009,1.27,1.27,4866,16,8,-0.6
1594,2010,1.76,1.76,5366,16,11,1.2
1595,2009,1.27,1.27,4944,19,10,0.6
1595,2010,1.76,1.76,5506,19,10,0.6
1596,2010,1.76,1.76,5507,19,8,-0.6
1597,2010,1.76,1.76,5272,15,11,1.2
1598,2010,1.76,1.76,5601,21,9,0
1599,2010,1.76,1.76,5462,18,11,1.2
1599,2011,1.3,1.3,5950,18,10,0.6
1600,2010,1.76,1.76,5544,20,11,1.2
1601,2010,1.76,1.76,5442,18,8,-0.6
1602,2010,1.76,1.76,5551,20,10,0.6
1603,2010,1.76,1.76,5408,17,7,-1.2
1604,2010,1.76,1.76,5284,15,8,-0.6
1605,2010,1.76,1.76,,20,,
1606,2010,1.76,1.76,5279,15,11,1.2
1607,2010,1.76,1.76,5303,15,12,1.81
1607,2011,1.3,1.3,5847,15,10,0.6
1608,2010,1.76,1.76,5313,16,10,0.6
1608,2011,1.3,1.3,5872,16,10,0.6
1609,2010,1.76,1.76,,14,,
1610,2010,1.76,1.76,5289,15,10,0.6
1611,2010,1.76,1.76,,15,,
1612,2010,1.76,1.76,,14,,
1613,2010,1.76,1.76,,19,,
1614,2010,1.76,1.76,5136,12,10,0.6
1615,2010,1.76,1.76,5264,14,11,1.2
1616,2010,1.76,1.76,5315,16,10,0.6
1617,2010,1.76,1.76,,15,,
1618,2010,1.76,1.76,5195,13,9,0
1619,2010,1.76,1.76,5552,20,10,0.6
1619,2011,1.3,1.3,6027,20,10,0.6
1620,2010,1.76,1.76,5202,13,10,0.6
1621,2010,1.76,1.76,5166,12,10,0.6
1622,2010,1.76,1.76,5587,21,7,-1.2
1623,2010,1.76,1.76,5174,12,10,0.6
1623,2011,1.3,1.3,5748,12,9,0
1624,2010,1.76,1.76,,20,,
1625,2010,1.76,1.76,5436,18,10,0.6
1626,2010,1.76,1.76,,18,,
1627,2010,1.76,1.76,,19,,
1628,2010,1.76,1.76,5308,15,9,0
1629,2010,1.76,1.76,,16,,
1630,2010,1.76,1.76,5342,16,10,0.6
1631,2010,1.76,1.76,5515,19,10,0.6
1631,2011,1.3,1.3,5988,19,9,0
1632,2010,1.76,1.76,5621,21,9,0
1633,2010,1.76,1.76,,21,,
1634,2010,1.76,1.76,5672,22,6,-1.81
1635,2010,1.76,1.76,5557,20,9,0
1636,2010,1.76,1.76,,21,,
1637,2010,1.76,1.76,,15,,
1638,2010,1.76,1.76,5200,13,10,0.6
1639,2010,1.76,1.76,5529,20,11,1.2
1639,2011,1.3,1.3,6011,20,11,1.2
1640,2010,1.76,1.76,5571,20,9,0
1641,2010,1.76,1.76,,20,,
1642,2010,1.76,1.76,5231,14,11,1.2
1642,2011,1.3,1.3,5801,14,8,-0.6
1643,2010,1.76,1.76,5176,12,9,0
1644,2010,1.76,1.76,,19,,
1645,2010,1.76,1.76,,20,,
1646,2010,1.76,1.76,5491,19,6,-1.81
1647,2010,1.76,1.76,5426,18,8,-0.6
1647,2011,1.3,1.3,5934,18,7,-1.2
1648,2010,1.76,1.76,5584,21,10,0.6
1648,2011,1.3,1.3,6069,21,9,0
1649,2010,1.76,1.76,5666,22,8,-0.6
1649,2011,1.3,1.3,6076,21,8,-0.6
1650,2010,1.76,1.76,,15,,
1651,2010,1.76,1.76,,15,,
1652,2010,1.76,1.76,,20,,
1653,2010,1.76,1.76,,18,,
1654,2010,1.76,1.76,,19,,
1655,2010,1.76,1.76,,20,,
1656,2010,1.76,1.76,5253,14,10,0.6
1657,2010,1.76,1.76,5497,19,8,-0.6
1658,2010,1.76,1.76,5109,11,8,-0.6
1659,2010,1.76,1.76,5223,13,11,1.2
1660,2010,1.76,1.76,5288,15,8,-0.6
1661,2010,1.76,1.76,5635,22,12,1.81
1662,2010,1.76,1.76,5419,17,9,0
1662,2011,1.3,1.3,5914,17,10,0.6
1663,2010,1.76,1.76,5459,18,9,0
1664,2010,1.76,1.76,5347,16,7,-1.2
1665,2010,1.76,1.76,5634,22,6,-1.81
1665,2011,1.3,1.3,6085,22,9,0
1666,2010,1.76,1.76,,22,,
1667,2010,1.76,1.76,5238,14,10,0.6
1667,2011,1.3,1.3,5807,14,8,-0.6
1668,2010,1.76,1.76,5467,18,7,-1.2
1669,2010,1.76,1.76,5096,11,10,0.6
1670,2010,1.76,1.76,5321,16,10,0.6
1671,2010,1.76,1.76,5257,14,11,1.2
1672,2010,1.76,1.76,5155,12,11,1.2
1673,2010,1.76,1.76,5454,18,9,0
1673,2011,1.3,1.3,6007,20,7,-1.2
1674,2010,1.76,1.76,,21,,
1675,2010,1.76,1.76,,11,,
1676,2010,1.76,1.76,,22,,
1677,2010,1.76,1.76,,13,,
1678,2010,1.76,1.76,5362,16,9,0
1679,2010,1.76,1.76,,14,,
1680,2010,1.76,1.76,5227,14,10,0.6
1681,2010,1.76,1.76,5427,18,10,0.6
1681,2011,1.3,1.3,5929,18,8,-0.6
1682,2010,1.76,1.76,5260,14,8,-0.6
1683,2010,1.76,1.76,5597,21,10,0.6
1683,2011,1.3,1.3,6059,21,11,1.2
1684,2010,1.76,1.76,5494,19,12,1.81
1684,2011,1.3,1.3,5987,19,12,1.81
1685,2010,1.76,1.76,5630,22,5,-2.41
1686,2010,1.76,1.76,,22,,
1687,2010,1.76,1.76,5546,20,12,1.81
1687,2011,1.3,1.3,6023,20,10,0.6
1688,2010,1.76,1.76,,13,,
1689,2010,1.76,1.76,,19,,
1690,2010,1.76,1.76,5084,11,11,1.2
1691,2010,1.76,1.76,5089,11,10,0.6
1692,2010,1.76,1.76,5214,13,8,-0.6
1692,2011,1.3,1.3,5790,13,9,0
1693,2010,1.76,1.76,,14,,
1694,2010,1.76,1.76,,19,,
1695,2010,1.76,1.76,,21,,
1696,2010,1.76,1.76,,18,,
1697,2010,1.76,1.76,5428,18,9,0
1697,2011,1.3,1.3,5935,18,9,0
1698,2010,1.76,1.76,,16,,
1699,2010,1.76,1.76,5119,11,9,0
1700,2010,1.76,1.76,5306,15,13,2.41
1701,2010,1.76,1.76,5661,22,7,-1.2
1701,2011,1.3,1.3,6108,22,8,-0.6
1702,2010,1.76,1.76,5265,14,7,-1.2
1703,2010,1.76,1.76,5632,22,8,-0.6
1704,2010,1.76,1.76,,15,,
1705,2010,1.76,1.76,,12,,
1706,2010,1.76,1.76,5127,12,8,-0.6
1706,2011,1.3,1.3,5728,12,10,0.6
1707,2010,1.76,1.76,,13,,
1708,2010,1.76,1.76,,11,,
1709,2010,1.76,1.76,5298,15,10,0.6
1710,2010,1.76,1.76,,16,,
1711,2010,1.76,1.76,5188,13,10,0.6
1712,2010,1.76,1.76,,16,,
1713,2010,1.76,1.76,5336,16,11,1.2
1714,2010,1.76,1.76,,16,,
1715,2010,1.76,1.76,5103,11,9,0
1716,2010,1.76,1.76,,21,,
1717,2010,1.76,1.76,5620,21,9,0
1717,2011,1.3,1.3,6064,21,8,-0.6
1718,2010,1.76,1.76,5424,18,9,0
1718,2011,1.3,1.3,5926,18,10,0.6
1719,2010,1.76,1.76,5140,12,9,0
1720,2010,1.76,1.76,5090,11,9,0
1721,2010,1.76,1.76,5276,15,9,0
1722,2010,1.76,1.76,5647,22,9,0
1723,2010,1.76,1.76,5569,20,12,1.81
1724,2010,1.76,1.76,5566,20,9,0
1725,2010,1.76,1.76,5116,11,9,0
1726,2010,1.76,1.76,5139,12,10,0.6
1727,2010,1.76,1.76,5146,12,10,0.6
1728,2010,1.76,1.76,5145,12,9,0
1729,2010,1.76,1.76,5104,11,8,-0.6
1729,2011,1.3,1.3,5707,11,6,-1.81
1730,2010,1.76,1.76,5091,11,10,0.6
1731,2010,1.76,1.76,5312,15,8,-0.6
1732,2010,1.76,1.76,5402,17,8,-0.6
1733,2010,1.76,1.76,5384,17,4,-3.01
1734,2010,1.76,1.76,5332,16,10,0.6
1735,2010,1.76,1.76,5337,16,12,1.81
1736,2010,1.76,1.76,5383,17,6,-1.81
1737,2010,1.76,1.76,5450,18,9,0
1738,2010,1.76,1.76,5468,18,9,0
1738,2011,1.3,1.3,5958,18,9,0
1739,2010,1.76,1.76,5637,22,7,-1.2
1740,2010,1.76,1.76,5677,22,8,-0.6
1741,2010,1.76,1.76,5680,22,9,0
1742,2010,1.76,1.76,5404,17,9,0
1743,2010,1.76,1.76,5391,17,8,-0.6
1744,2010,1.76,1.76,5177,12,9,0
1744,2011,1.3,1.3,5751,12,8,-0.6
1745,2010,1.76,1.76,5448,18,8,-0.6
1745,2011,1.3,1.3,5942,18,7,-1.2
1746,2010,1.76,1.76,5484,19,11,1.2
1746,2011,1.3,1.3,5966,19,9,0
1747,2010,1.76,1.76,5547,20,10,0.6
1748,2010,1.76,1.76,5564,20,9,0
1749,2010,1.76,1.76,5196,13,10,0.6
1750,2010,1.76,1.76,5476,19,9,0
1750,2011,1.3,1.3,5972,19,8,-0.6
1751,2010,1.76,1.76,5237,14,8,-0.6
1752,2010,1.76,1.76,5287,15,9,0
1753,2010,1.76,1.76,5092,11,10,0.6
1754,2010,1.76,1.76,5240,14,10,0.6
1755,2010,1.76,1.76,5323,16,12,1.81
1756,2010,1.76,1.76,5154,12,9,0
1757,2010,1.76,1.76,5469,18,8,-0.6
1758,2010,1.76,1.76,5184,13,9,0
1758,2011,1.3,1.3,5781,13,8,-0.6
1759,2010,1.76,1.76,5249,14,10,0.6
1760,2010,1.76,1.76,5269,14,8,-0.6
1761,2010,1.76,1.76,5259,14,11,1.2
1762,2010,1.76,1.76,5167,12,10,0.6
1762,2011,1.3,1.3,5754,12,9,0
1763,2010,1.76,1.76,5125,12,8,-0.6
1764,2010,1.76,1.76,5241,14,11,1.2
1765,2010,1.76,1.76,5270,14,11,1.2
1766,2010,1.76,1.76,5235,14,7,-1.2
1766,2011,1.3,1.3,5811,14,9,0
1767,2010,1.76,1.76,5141,12,8,-0.6
1768,2010,1.76,1.76,5172,12,11,1.2
1768,2011,1.3,1.3,5750,12,10,0.6
1769,2010,1.76,1.76,5115,11,9,0
1769,2011,1.3,1.3,5705,11,8,-0.6
1770,2010,1.76,1.76,5475,19,7,-1.2
1771,2010,1.76,1.76,5505,19,10,0.6
1772,2010,1.76,1.76,5108,11,8,-0.6
1773,2010,1.76,1.76,5165,12,11,1.2
1774,2010,1.76,1.76,5160,12,8,-0.6
1775,2010,1.76,1.76,5604,21,9,0
1775,2011,1.3,1.3,6062,21,10,0.6
1776,2010,1.76,1.76,5192,13,8,-0.6
1777,2010,1.76,1.76,5370,17,9,0
1777,2011,1.3,1.3,5891,17,10,0.6
1778,2010,1.76,1.76,5204,13,9,0
1779,2010,1.76,1.76,5111,11,10,0.6
1780,2010,1.76,1.76,5537,20,7,-1.2
1781,2010,1.76,1.76,5081,11,10,0.6
1782,2010,1.76,1.76,5102,11,7,-1.2
1783,2010,1.76,1.76,5106,11,9,0
1784,2010,1.76,1.76,5627,21,10,0.6
1784,2011,1.3,1.3,6074,21,7,-1.2
1785,2010,1.76,1.76,5603,21,6,-1.81
1785,2011,1.3,1.3,6072,21,7,-1.2
1786,2010,1.76,1.76,5608,21,8,-0.6
1787,2010,1.76,1.76,5514,19,6,-1.81
1788,2010,1.76,1.76,5078,11,9,0
1789,2010,1.76,1.76,5328,16,9,0
1790,2010,1.76,1.76,5124,11,7,-1.2
1791,2010,1.76,1.76,5097,11,10,0.6
1791,2011,1.3,1.3,5693,11,9,0
1792,2010,1.76,1.76,5414,17,9,0
1793,2010,1.76,1.76,5395,17,10,0.6
1794,2010,1.76,1.76,5628,22,6,-1.81
1796,2011,1.3,1.3,6056,21,9,0
1797,2011,1.3,1.3,5906,17,9,0
1798,2011,1.3,1.3,6078,21,10,0.6
1799,2011,1.3,1.3,6067,21,9,0
1800,2011,1.3,1.3,6094,22,5,-2.41
1801,2011,1.3,1.3,5836,15,10,0.6
1802,2011,1.3,1.3,5837,15,8,-0.6
1803,2011,1.3,1.3,5956,18,8,-0.6
1804,2011,1.3,1.3,5852,15,10,0.6
1805,2011,1.3,1.3,5727,12,7,-1.2
1806,2011,1.3,1.3,6030,20,9,0
1807,2011,1.3,1.3,5995,19,10,0.6
1808,2011,1.3,1.3,5800,14,9,0
1809,2011,1.3,1.3,5820,14,10,0.6
1810,2011,1.3,1.3,5798,14,9,0
1811,2011,1.3,1.3,5814,14,10,0.6
1812,2011,1.3,1.3,5742,12,9,0
1813,2011,1.3,1.3,5931,18,8,-0.6
1814,2011,1.3,1.3,6032,20,9,0
1815,2011,1.3,1.3,6084,22,8,-0.6
1816,2011,1.3,1.3,5825,15,10,0.6
1817,2011,1.3,1.3,5806,14,10,0.6
1818,2011,1.3,1.3,5786,13,7,-1.2
1819,2011,1.3,1.3,5700,11,9,0
1820,2011,1.3,1.3,5921,17,8,-0.6
1821,2011,1.3,1.3,5782,13,8,-0.6
1822,2011,1.3,1.3,6040,20,9,0
1823,2011,1.3,1.3,5795,13,8,-0.6
1824,2011,1.3,1.3,5989,19,8,-0.6
1825,2011,1.3,1.3,5819,14,9,0
1826,2011,1.3,1.3,5816,14,7,-1.2
1827,2011,1.3,1.3,5775,13,9,0
1828,2011,1.3,1.3,5774,13,8,-0.6
1829,2011,1.3,1.3,5851,15,8,-0.6
1830,2011,1.3,1.3,5855,16,10,0.6
1831,2011,1.3,1.3,6061,21,9,0
1832,2011,1.3,1.3,6106,22,10,0.6
1833,2011,1.3,1.3,5756,12,8,-0.6
1834,2011,1.3,1.3,5862,16,7,-1.2
1835,2011,1.3,1.3,5982,19,10,0.6
1836,2011,1.3,1.3,6055,21,9,0
1837,2011,1.3,1.3,5717,11,9,0
1838,2011,1.3,1.3,6104,22,9,0
1839,2011,1.3,1.3,6119,22,10,0.6
1840,2011,1.3,1.3,6109,22,6,-1.81
1841,2011,1.3,1.3,5940,18,9,0
1842,2011,1.3,1.3,5945,18,11,1.2
1843,2011,1.3,1.3,6025,20,7,-1.2
1844,2011,1.3,1.3,5841,15,9,0
1845,2011,1.3,1.3,5951,18,9,0
1846,2011,1.3,1.3,5734,12,9,0
1847,2011,1.3,1.3,5922,18,9,0
1848,2011,1.3,1.3,6013,20,7,-1.2
1849,2011,1.3,1.3,6036,20,7,-1.2
1850,2011,1.3,1.3,6041,20,10,0.6
1851,2011,1.3,1.3,5785,13,9,0
1852,2011,1.3,1.3,5885,16,8,-0.6
1853,2011,1.3,1.3,5829,15,7,-1.2
1854,2011,1.3,1.3,6039,20,7,-1.2
1855,2011,1.3,1.3,5903,17,5,-2.41
1856,2011,1.3,1.3,5912,17,8,-0.6
1857,2011,1.3,1.3,5896,17,10,0.6
1858,2011,1.3,1.3,5916,17,8,-0.6
1859,2011,1.3,1.3,5991,19,9,0
1860,2011,1.3,1.3,5736,12,10,0.6
1861,2011,1.3,1.3,5817,14,9,0
1862,2011,1.3,1.3,5877,16,8,-0.6
1863,2011,1.3,1.3,5881,16,12,1.81
1864,2011,1.3,1.3,5962,19,9,0
1865,2011,1.3,1.3,5732,12,9,0
1866,2011,1.3,1.3,5745,12,8,-0.6
1867,2011,1.3,1.3,5793,13,8,-0.6
1868,2011,1.3,1.3,5759,13,9,0
1869,2011,1.3,1.3,5952,18,8,-0.6
1870,2011,1.3,1.3,5760,13,12,1.81
1871,2011,1.3,1.3,5689,11,8,-0.6
1872,2011,1.3,1.3,5875,16,12,1.81
1873,2011,1.3,1.3,6012,20,8,-0.6
1874,2011,1.3,1.3,5980,19,9,0
1875,2011,1.3,1.3,6095,22,10,0.6
1876,2011,1.3,1.3,5831,15,10,0.6
1877,2011,1.3,1.3,5843,15,10,0.6
1878,2011,1.3,1.3,5809,14,9,0
1879,2011,1.3,1.3,6019,20,9,0
1880,2011,1.3,1.3,5723,12,6,-1.81
1881,2011,1.3,1.3,5729,12,10,0.6
1882,2011,1.3,1.3,5749,12,7,-1.2
1883,2011,1.3,1.3,5871,16,8,-0.6
1884,2011,1.3,1.3,6063,21,8,-0.6
1885,2011,1.3,1.3,5840,15,8,-0.6
1886,2011,1.3,1.3,5826,15,10,0.6
1887,2011,1.3,1.3,6110,22,5,-2.41
1888,2011,1.3,1.3,5894,17,9,0
1889,2011,1.3,1.3,5686,11,9,0
1890,2011,1.3,1.3,5911,17,8,-0.6
1891,2011,1.3,1.3,6083,22,8,-0.6
1892,2011,1.3,1.3,5907,17,8,-0.6
1893,2011,1.3,1.3,5918,17,10,0.6
1894,2011,1.3,1.3,5902,17,7,-1.2
1895,2011,1.3,1.3,6115,22,7,-1.2